Engine Fuel Type,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,MSRP
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,37030
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2288
regular unleaded,6.0,MANUAL,4.0,Midsize,2433
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2648
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2552
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31790
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,29715
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,28750
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,29100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30600
premium unleaded (required),4.0,MANUAL,4.0,Compact,28295
premium unleaded (required),4.0,MANUAL,4.0,Compact,29295
premium unleaded (required),4.0,MANUAL,4.0,Compact,36295
premium unleaded (required),4.0,MANUAL,4.0,Compact,37645
premium unleaded (required),4.0,MANUAL,4.0,Compact,34295
premium unleaded (required),4.0,MANUAL,4.0,Compact,25795
premium unleaded (required),4.0,MANUAL,4.0,Compact,29295
premium unleaded (required),4.0,MANUAL,4.0,Compact,28295
premium unleaded (required),4.0,MANUAL,4.0,Compact,25795
premium unleaded (required),4.0,MANUAL,4.0,Compact,28495
premium unleaded (required),4.0,MANUAL,4.0,Compact,29495
premium unleaded (required),4.0,MANUAL,4.0,Compact,34495
premium unleaded (required),4.0,MANUAL,4.0,Compact,25995
premium unleaded (required),4.0,MANUAL,4.0,Compact,36495
premium unleaded (required),4.0,MANUAL,4.0,Compact,25995
premium unleaded (required),4.0,MANUAL,4.0,Compact,37845
premium unleaded (required),4.0,MANUAL,4.0,Compact,28495
premium unleaded (required),4.0,MANUAL,4.0,Compact,29495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23295
regular unleaded,4.0,MANUAL,4.0,Compact,20995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19695
regular unleaded,4.0,MANUAL,4.0,Compact,18695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21995
regular unleaded,4.0,MANUAL,4.0,Compact,21095
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22095
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23595
regular unleaded,4.0,MANUAL,4.0,Compact,18795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23095
regular unleaded,4.0,MANUAL,4.0,Compact,18895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23295
regular unleaded,4.0,MANUAL,4.0,Compact,22495
regular unleaded,4.0,MANUAL,4.0,Compact,18460
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19200
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23690
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18500
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20275
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18500
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21965
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20275
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21965
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23690
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20375
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23790
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20375
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23790
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22190
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23915
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18725
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20500
regular unleaded,4.0,MANUAL,4.0,Compact,2827
regular unleaded,4.0,MANUAL,4.0,Compact,3000
regular unleaded,4.0,MANUAL,2.0,Compact,2912
regular unleaded,4.0,MANUAL,4.0,Compact,3381
regular unleaded,4.0,MANUAL,2.0,Compact,3355
regular unleaded,4.0,MANUAL,2.0,Compact,2799
regular unleaded,4.0,MANUAL,2.0,Compact,3130
regular unleaded,4.0,MANUAL,4.0,Compact,3012
regular unleaded,4.0,MANUAL,4.0,Compact,3622
regular unleaded,4.0,MANUAL,2.0,Compact,3652
regular unleaded,4.0,MANUAL,4.0,Compact,3222
regular unleaded,4.0,MANUAL,2.0,Compact,7398
regular unleaded,4.0,MANUAL,2.0,Compact,3086
premium unleaded (required),4.0,MANUAL,4.0,Compact,22600
regular unleaded,4.0,MANUAL,2.0,Compact,21050
regular unleaded,4.0,MANUAL,2.0,Compact,19400
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20200
regular unleaded,4.0,MANUAL,4.0,Compact,21600
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21850
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22400
premium unleaded (required),4.0,MANUAL,2.0,Compact,24450
regular unleaded,4.0,MANUAL,4.0,Compact,20200
premium unleaded (required),4.0,MANUAL,2.0,Compact,22300
regular unleaded,4.0,AUTOMATIC,2.0,Compact,15495
regular unleaded,4.0,AUTOMATIC,2.0,Compact,17850
regular unleaded,4.0,AUTOMATIC,2.0,Compact,15665
regular unleaded,4.0,AUTOMATIC,2.0,Compact,15665
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37325
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37825
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,42610
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,42860
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,43360
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35065
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,37525
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,38635
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,41440
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39085
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43690
premium unleaded (required),6.0,AUTOMATIC,4.0,Compact,31105
premium unleaded (required),6.0,AUTOMATIC,4.0,Compact,31105
premium unleaded (required),6.0,MANUAL,4.0,Compact,29735
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,40200
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,46890
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,47140
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,47640
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39615
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,41850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,40065
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43035
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,40870
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2081
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2032
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2081
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,27395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26595
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23495
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20695
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26595
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33695
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30895
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24895
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26595
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27495
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24895
premium unleaded (required),4.0,MANUAL,4.0,Compact,28020
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,30020
premium unleaded (required),4.0,MANUAL,4.0,Compact,28020
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,30020
premium unleaded (required),4.0,MANUAL,4.0,Compact,28020
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,30020
premium unleaded (required),4.0,MANUAL,4.0,Compact,34695
premium unleaded (required),4.0,MANUAL,4.0,Compact,34995
premium unleaded (required),4.0,MANUAL,4.0,Compact,37995
premium unleaded (required),4.0,MANUAL,4.0,Compact,34495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21345
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18595
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29595
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29945
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31640
regular unleaded,6.0,MANUAL,4.0,Midsize,2000
regular unleaded,6.0,MANUAL,4.0,Midsize,2060
regular unleaded,6.0,MANUAL,2.0,Midsize,2042
regular unleaded,6.0,MANUAL,4.0,Midsize,2000
regular unleaded,6.0,MANUAL,2.0,Midsize,2000
regular unleaded,6.0,MANUAL,2.0,Midsize,2181
regular unleaded,6.0,MANUAL,4.0,Midsize,2028
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2063
regular unleaded,6.0,MANUAL,4.0,Midsize,2066
regular unleaded,6.0,MANUAL,2.0,Midsize,2384
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2356
regular unleaded,6.0,MANUAL,2.0,Midsize,2506
regular unleaded,6.0,MANUAL,2.0,Midsize,2265
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2144
regular unleaded,6.0,MANUAL,4.0,Midsize,2135
regular unleaded,6.0,MANUAL,4.0,Midsize,2066
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,49700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,59900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,69279
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50400
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50400
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36770
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36140
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,32370
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,32640
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36360
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36990
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,3667
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,4282
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,49770
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47270
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50290
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47790
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,62900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,48300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50800
premium unleaded (required),6.0,MANUAL,2.0,Compact,51700
premium unleaded (required),6.0,MANUAL,2.0,Compact,51700
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,2000
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,2000
premium unleaded (required),6.0,MANUAL,4.0,Midsize,62000
premium unleaded (required),6.0,MANUAL,4.0,Midsize,63500
premium unleaded (required),6.0,MANUAL,4.0,Midsize,64000
premium unleaded (required),6.0,MANUAL,2.0,Midsize,64200
premium unleaded (required),6.0,MANUAL,2.0,Midsize,72500
premium unleaded (required),6.0,MANUAL,2.0,Midsize,74200
premium unleaded (required),6.0,MANUAL,2.0,Midsize,65700
premium unleaded (required),6.0,MANUAL,2.0,Midsize,74700
premium unleaded (required),6.0,MANUAL,2.0,Midsize,66200
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23640
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25555
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25925
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24610
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21465
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,20965
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23465
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,20165
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23265
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,19565
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,20575
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,19795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23710
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23915
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19685
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20755
regular unleaded,4.0,MANUAL,4.0,Compact,19565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21715
regular unleaded,4.0,MANUAL,4.0,Compact,18845
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21715
regular unleaded,4.0,MANUAL,4.0,Compact,18845
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20755
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19685
regular unleaded,4.0,MANUAL,4.0,Compact,19565
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20115
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22415
regular unleaded,4.0,MANUAL,4.0,Compact,20265
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21455
regular unleaded,4.0,MANUAL,4.0,Compact,19275
premium unleaded (required),4.0,MANUAL,4.0,Compact,23700
premium unleaded (required),4.0,MANUAL,4.0,Compact,24000
premium unleaded (required),4.0,MANUAL,4.0,Compact,24200
premium unleaded (required),4.0,MANUAL,4.0,Midsize,27995
premium unleaded (required),4.0,MANUAL,4.0,Midsize,29925
premium unleaded (required),4.0,MANUAL,4.0,Midsize,29925
premium unleaded (required),4.0,MANUAL,4.0,Midsize,27995
premium unleaded (required),4.0,MANUAL,2.0,Compact,25730
premium unleaded (required),4.0,MANUAL,2.0,Compact,25780
premium unleaded (required),4.0,MANUAL,2.0,Compact,26580
premium unleaded (required),4.0,MANUAL,4.0,Compact,20480
premium unleaded (required),4.0,MANUAL,4.0,Compact,19980
premium unleaded (required),6.0,MANUAL,2.0,Compact,44990
premium unleaded (required),6.0,MANUAL,2.0,Compact,45990
premium unleaded (required),6.0,MANUAL,2.0,Compact,44990
premium unleaded (required),6.0,MANUAL,2.0,Compact,49300
premium unleaded (required),6.0,MANUAL,2.0,Compact,51300
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2381
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2337
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31025
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31075
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31675
regular unleaded,4.0,AUTOMATIC,4.0,Compact,46030
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,48525
regular unleaded,4.0,AUTOMATIC,4.0,Compact,46455
regular unleaded,4.0,AUTOMATIC,4.0,Compact,42955
regular unleaded,4.0,AUTOMATIC,4.0,Compact,48950
regular unleaded,4.0,AUTOMATIC,4.0,Compact,40460
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33260
regular unleaded,4.0,AUTOMATIC,4.0,Compact,39585
regular unleaded,4.0,AUTOMATIC,4.0,Compact,37090
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35755
regular unleaded,4.0,AUTOMATIC,4.0,Compact,41895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35720
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35130
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32720
regular unleaded,4.0,AUTOMATIC,4.0,Compact,39485
regular unleaded,4.0,AUTOMATIC,4.0,Compact,38125
regular unleaded,4.0,AUTOMATIC,4.0,Compact,45475
regular unleaded,4.0,AUTOMATIC,4.0,Compact,47880
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40850
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44045
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47810
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,53475
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38260
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,55970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45315
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40755
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41550
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38260
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44045
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48055
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45560
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,53475
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40755
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41550
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,55970
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34645
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,45555
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35190
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35190
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,37080
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,45555
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,47445
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,37080
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,45605
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,45605
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,47495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35190
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35190
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,28355
premium unleaded (required),4.0,MANUAL,2.0,Compact,24645
regular unleaded,4.0,MANUAL,2.0,Compact,24895
regular unleaded,4.0,MANUAL,2.0,Compact,25145
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2078
regular unleaded,4.0,MANUAL,2.0,Compact,2254
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2038
regular unleaded,4.0,MANUAL,2.0,Compact,2462
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38550
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40600
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36950
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34220
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29560
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32620
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31160
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39180
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41730
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32800
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38730
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29740
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31340
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,42180
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37130
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,40130
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,43780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29740
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31340
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37130
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38730
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32800
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39180
regular unleaded,6.0,MANUAL,2.0,Midsize,29300
regular unleaded,6.0,MANUAL,2.0,Midsize,23800
regular unleaded,6.0,MANUAL,2.0,Midsize,24145
regular unleaded,6.0,MANUAL,2.0,Midsize,29645
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
premium unleaded (required),4.0,MANUAL,4.0,Compact,19450
premium unleaded (required),4.0,MANUAL,4.0,Compact,20450
premium unleaded (required),4.0,MANUAL,4.0,Compact,20700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26220
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24560
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,22240
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,25750
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23235
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26750
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21590
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,27410
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28410
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24895
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21590
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,27245
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,27995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21590
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26245
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23235
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,22245
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24985
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23340
regular unleaded,6.0,MANUAL,2.0,Compact,89000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,89000
regular unleaded,6.0,MANUAL,2.0,Compact,89000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,89000
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,35880
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,36580
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37980
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,34480
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,34965
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37065
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,36365
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,38465
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,38585
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,36485
